id,lat,long,zipcode,season,sell_suggest,profit
4102000075,47.2653,-121.91,98022,Spring,330000.0,60500.0
6414100133,47.7207,-122.32,98125,Spring,387549.99999999994,60659.99999999994
6071200455,47.5531,-122.181,98006,Spring,605000.0,82500.0
303000445,47.327,-122.267,98001,Spring,201249.99999999997,31499.99999999997
9221400600,47.674,-122.319,98115,Spring,508200.00000000006,69300.00000000006
5437820310,47.1951,-122.001,98022,Spring,261600.0,47960.0
9407001860,47.4487,-121.772,98045,Spring,446400.0,81840.0
2979800845,47.6846,-122.317,98115,Spring,551100.0,75150.0
5126400230,47.4763,-122.177,98058,Spring,218900.00000000003,29850.00000000003
1074100110,47.7708,-122.335,98133,Spring,390830.00000000006,53295.00000000006
6671900095,47.7412,-122.343,98133,Spring,344300.0,46950.0
1235700042,47.6973,-122.194,98033,Spring,590700.0,80550.0
6822100030,47.6496,-122.403,98199,Spring,677350.0,106020.0
3584000180,47.3182,-122.319,98003,Spring,304080.0,55748.0
8099900260,47.5816,-122.0,98075,Spring,626175.0,98010.0
7116500125,47.3025,-122.224,98002,Spring,245700.0,56700.0
7549802600,47.55,-122.312,98108,Spring,435500.0,100500.0
3211100240,47.4801,-122.158,98059,Spring,383900.00000000006,52350.00000000006
3888100029,47.688,-122.168,98033,Spring,522830.00000000006,71295.00000000006
1775801090,47.7415,-122.096,98072,Spring,558000.0,102300.0
2207200635,47.6023,-122.132,98007,Summer,571740.0,131940.0
1370803820,47.6408,-122.403,98199,Summer,723350.0,113220.0
2258500049,47.609,-122.307,98122,Summer,539350.0,84420.0
6893300350,47.5242,-121.926,98024,Summer,571870.0,131970.0
1087900050,47.6616,-122.175,98033,Summer,616000.0,84000.0
8815400105,47.6743,-122.285,98115,Summer,550000.0,75000.0
4385700765,47.6374,-122.279,98112,Summer,1020000.0,187000.0
3188100400,47.69,-122.304,98115,Summer,583000.0,79500.0
323059208,47.5091,-122.144,98059,Summer,352000.0,48000.0
6413100311,47.7143,-122.32,98125,Summer,448499.99999999994,70199.99999999994
7224500010,47.4906,-122.204,98055,Summer,303600.0,55660.0
9266701085,47.6926,-122.346,98103,Summer,450945.00000000006,61492.50000000006
5459000240,47.5754,-122.233,98040,Summer,942000.0,172700.0
2473400340,47.4525,-122.162,98058,Summer,352000.0,48000.0
3995700325,47.7406,-122.302,98155,Summer,302500.0,41250.0
6067900060,47.5433,-122.185,98006,Summer,621500.0,84750.0
2771104010,47.6456,-122.383,98199,Summer,609498.85,95399.82
3735901600,47.687,-122.32,98115,Summer,478500.00000000006,65250.00000000006
6052401215,47.4039,-122.323,98198,Summer,306000.0,56100.0
1771100440,47.7566,-122.073,98077,Summer,468000.0,108000.0
1761300340,47.3947,-122.174,98031,Summer,302100.0,55385.0
1755700060,47.7458,-122.331,98133,Summer,373357.49999999994,20432.49999999994
421000185,47.4953,-122.169,98056,Summer,229999.99999999997,35999.99999999997
626100023,47.7201,-122.062,98077,Summer,780000.0,180000.0
9499200220,47.3089,-122.213,98002,Summer,241020.0,7020.0
7334500120,47.4648,-121.757,98045,Summer,288000.0,52800.0
3191000240,47.7146,-122.217,98034,Summer,440000.00000000006,60000.00000000006
7016100120,47.7382,-122.182,98011,Summer,572000.0,132000.0
1099600090,47.3004,-122.377,98023,Summer,225500.00000000003,30750.00000000003
3793700210,47.4818,-122.094,98059,Summer,328900.0,44850.0
6788201015,47.6408,-122.3,98112,Summer,828000.0,151800.0
5021900175,47.5763,-122.222,98040,Summer,600000.0,110000.0
4060000290,47.5002,-122.247,98178,Summer,303600.0,55660.0
5126400150,47.4768,-122.177,98058,Summer,263945.0,35992.5
5021900160,47.5768,-122.222,98040,Summer,853200.0,156420.0
6384500581,47.5688,-122.397,98116,Summer,638250.0,99900.0
259100110,47.7602,-122.363,98177,Summer,648000.0,118800.0
9353300140,47.4887,-122.133,98059,Summer,313445.0,42742.5
2916620240,47.3646,-122.076,98042,Summer,291445.0,39742.5
6163900971,47.7564,-122.316,98155,Summer,387695.00000000006,52867.50000000006
6072400280,47.5602,-122.176,98006,Summer,681835.0,92977.5
853000261,47.2053,-121.993,98022,Summer,237000.0,43450.0
1853200080,47.7119,-122.23,98034,Summer,385000.00000000006,52500.00000000006
3336001470,47.5255,-122.265,98118,Summer,342100.0,46650.0
3339900640,47.3184,-122.22,98002,Summer,260000.0,60000.0
1921059235,47.2898,-122.222,98002,Summer,279500.0,64500.0
7420200050,47.6908,-122.169,98033,Summer,685300.0,93450.0
1450100420,47.2891,-122.221,98002,Summer,266500.0,61500.0
1446404015,47.4878,-122.324,98168,Summer,240000.0,44000.0
6430500010,47.6872,-122.35,98103,Summer,601700.0,82050.0
2523069146,47.4511,-121.976,98027,Summer,384890.00000000006,52485.00000000006
6071700160,47.549,-122.173,98006,Summer,663850.0,90525.0
6163901751,47.7494,-122.319,98155,Summer,320650.0,43725.0
3797000330,47.6867,-122.349,98103,Summer,518101.10000000003,70650.15000000008
8122100905,47.5359,-122.372,98126,Summer,454249.99999999994,71099.99999999994
7104100050,47.5499,-122.394,98136,Summer,582000.0,106700.0
6071300030,47.5531,-122.177,98006,Summer,510950.00000000006,69675.00000000006
3298200320,47.62,-122.12,98008,Summer,511749.99999999994,80099.99999999994
2141310820,47.559,-122.136,98006,Summer,757900.0000000001,103350.00000000012
7518505070,47.6769,-122.383,98117,Summer,442200.00000000006,60300.00000000006
2464400340,47.6859,-122.322,98115,Summer,419650.00000000006,57225.00000000006
7335400020,47.3066,-122.217,98002,Summer,285350.0,65850.0
321049090,47.3424,-122.289,98001,Summer,292100.0,45720.0
2768301490,47.6655,-122.371,98107,Summer,482400.0,88440.0
3626500045,47.571,-122.227,98040,Summer,912000.0,167200.0
84000335,47.4851,-122.338,98146,Summer,270000.0,49500.0
7942100180,47.3828,-122.09,98042,Summer,253000.00000000003,34500.00000000003
7883608693,47.5269,-122.314,98108,Summer,248300.0,57300.0
626049091,47.7641,-122.341,98133,Summer,303050.0,41325.0
623069068,47.5081,-122.093,98027,Summer,467500.00000000006,63750.00000000006
2028701165,47.6764,-122.366,98117,Summer,473000.00000000006,64500.00000000006
2817100570,47.3714,-122.431,98070,Summer,588900.0,135900.0
3268000040,47.5234,-122.177,98056,Summer,390884.99999999994,61181.99999999994
8074200160,47.4922,-122.178,98056,Summer,304750.0,47700.0
4395600060,47.6132,-122.21,98004,Summer,1075250.0,168300.0
2768100040,47.6699,-122.369,98107,Summer,618000.0,113300.0
2856101479,47.6778,-122.389,98117,Summer,303600.0,41400.0
2516000486,47.6588,-122.362,98107,Summer,483000.0,88550.0
4389201021,47.6169,-122.212,98004,Summer,1166387.5,182565.0
3419600125,47.5276,-122.274,98118,Summer,269500.0,36750.0
2817800100,47.4286,-122.179,98058,Summer,361845.00000000006,49342.50000000006
1842300050,47.6696,-122.149,98052,Summer,660000.0,90000.0
7696300180,47.7306,-122.233,98034,Summer,451000.00000000006,61500.00000000006
191100045,47.5639,-122.217,98040,Summer,1128000.0,206800.0
425200145,47.4974,-122.169,98056,Summer,304750.0,47700.0
2174503441,47.5866,-122.25,98040,Summer,780000.0,143000.0
452001280,47.6755,-122.367,98107,Summer,635940.0,116589.0
3885805640,47.6821,-122.196,98033,Summer,687500.0,93750.0
4302200336,47.5256,-122.357,98106,Summer,345000.0,54000.0
9202000080,47.2864,-122.357,98023,Summer,236500.00000000003,32250.00000000003
3501600135,47.6933,-122.361,98117,Summer,481250.00000000006,65625.00000000006
952001765,47.5668,-122.384,98116,Summer,641700.0,100440.0
5016002180,47.6233,-122.3,98112,Summer,936000.0,171600.0
5667100025,47.72,-122.318,98125,Summer,465749.99999999994,72899.99999999994
8005100540,47.2077,-121.993,98022,Summer,258000.0,47300.0
1777600900,47.5678,-122.128,98006,Summer,781000.0000000001,106500.00000000012
123039424,47.5073,-122.372,98146,Summer,363600.0,66660.0
7454000605,47.5161,-122.374,98126,Summer,320850.0,50220.0
9476200580,47.4914,-122.186,98056,Summer,287500.0,45000.0
3570000160,47.593,-122.054,98075,Summer,701500.0,109800.0
722079104,47.4109,-121.958,98038,Summer,345400.0,47100.0
9542400010,47.5968,-122.174,98005,Summer,968500.0,223500.0
2473101360,47.4492,-122.157,98058,Summer,318890.0,43485.0
8092500720,47.3675,-122.11,98042,Summer,253000.00000000003,34500.00000000003
1997200245,47.6928,-122.339,98103,Summer,594000.0,81000.0
7227502155,47.4915,-122.184,98056,Summer,239199.99999999997,37439.99999999997
8026200080,47.5147,-122.193,98056,Summer,427799.99999999994,66959.99999999994
6882510020,47.5298,-122.28,98118,Summer,374000.00000000006,51000.00000000006
8651430780,47.3704,-122.08,98042,Summer,195800.00000000003,26700.00000000003
923059206,47.492,-122.166,98056,Summer,430099.99999999994,67319.99999999994
3110800260,47.4142,-122.179,98031,Summer,329640.0,60434.0
1454100056,47.7232,-122.289,98125,Summer,408249.99999999994,63899.99999999994
1180008315,47.492,-122.224,98178,Summer,254400.0,46640.0
2473250850,47.4562,-122.158,98058,Summer,350350.0,47775.0
8648200030,47.363,-122.08,98042,Summer,286000.0,39000.0
3353400860,47.267,-122.25,98001,Summer,287385.0,44982.0
2204500550,47.5729,-122.147,98006,Summer,467500.00000000006,63750.00000000006
428000150,47.5104,-122.171,98056,Summer,310442.5,48591.0
4463400195,47.3096,-122.241,98001,Summer,195499.99999999997,30599.99999999997
6819100150,47.6448,-122.358,98119,Summer,881289.5,203374.5
5602000105,47.2048,-121.999,98022,Summer,318000.0,58300.0
324000370,47.5719,-122.385,98116,Summer,577300.0,90360.0
726049184,47.7512,-122.34,98133,Summer,323400.0,44100.0
621069154,47.3423,-122.088,98042,Summer,248600.00000000003,33900.00000000003
421000500,47.4934,-122.166,98056,Summer,241494.24999999997,37799.09999999998
2212900920,47.3281,-122.135,98042,Summer,236500.00000000003,32250.00000000003
8581400015,47.297,-122.227,98002,Summer,246870.0,56970.0
8113101000,47.5486,-122.278,98118,Summer,369600.00000000006,50400.00000000006
3738900105,47.7359,-122.306,98155,Summer,385000.00000000006,52500.00000000006
5631500905,47.7477,-122.232,98028,Summer,327510.0,60043.5
5112800421,47.4517,-122.082,98058,Summer,248050.00000000003,33825.00000000003
3363400655,47.6809,-122.351,98103,Summer,603900.0,82350.0
7905200230,47.571,-122.391,98116,Summer,379499.99999999994,59399.99999999994
7518507330,47.6765,-122.386,98117,Summer,589171.0,80341.5
203900610,47.6384,-121.969,98053,Summer,389849.99999999994,61019.99999999994
8944300010,47.3054,-122.369,98023,Summer,253000.00000000003,34500.00000000003
7562100065,47.5276,-122.273,98118,Summer,286000.0,39000.0
8651430220,47.3702,-122.078,98042,Summer,201300.00000000003,27450.00000000003
1922059401,47.3834,-122.215,98030,Summer,330000.0,60500.0
3262301355,47.6304,-122.234,98039,Summer,1716000.0,396000.0
3521059042,47.2716,-122.144,98092,Summer,293825.0,45990.0
3438501150,47.5483,-122.36,98106,Summer,345000.0,54000.0
9324800110,47.7336,-122.29,98125,Summer,482999.99999999994,75599.99999999994
1124000050,47.7181,-122.371,98177,Summer,553200.0,101420.0
6381500065,47.7326,-122.307,98125,Summer,432974.99999999994,67769.99999999994
629000704,47.5849,-122.198,98004,Summer,1150000.0,180000.0
414100630,47.7479,-122.343,98133,Summer,368500.00000000006,50250.00000000006
1397300120,47.7508,-122.352,98133,Summer,400950.00000000006,54675.00000000006
6072500050,47.5456,-122.179,98006,Summer,616000.0,84000.0
7229100040,47.4495,-122.17,98058,Summer,330000.0,45000.0
6073200075,47.5724,-122.179,98006,Summer,687500.0,93750.0
9353300090,47.4898,-122.133,98059,Summer,396000.00000000006,54000.00000000006
2129700142,47.7242,-121.951,98019,Summer,261300.0,60300.0
3348401622,47.5003,-122.269,98178,Summer,267600.0,49060.0
8651441210,47.3651,-122.094,98042,Summer,253000.00000000003,34500.00000000003
8045000340,47.6688,-122.161,98052,Summer,621500.0,84750.0
3908100020,47.6827,-122.289,98115,Summer,594000.0,81000.0
3303230110,47.7271,-122.196,98034,Summer,466400.00000000006,63600.00000000006
5231000060,47.5015,-122.124,98059,Summer,341000.0,46500.0
6669000070,47.6273,-122.194,98004,Summer,1150000.0,180000.0
6457000080,47.4007,-122.198,98031,Summer,323880.0,59378.0
259800680,47.629,-122.117,98008,Summer,614100.0,96120.0
3856905010,47.6692,-122.325,98105,Summer,678000.0,124300.0
2202500110,47.5732,-122.136,98006,Summer,473000.00000000006,64500.00000000006
2492200956,47.5338,-122.381,98126,Summer,413999.99999999994,64799.99999999994
5706200370,47.5246,-122.044,98027,Summer,605000.0,82500.0
6072000910,47.5479,-122.179,98006,Summer,528000.0,72000.0
8651402910,47.3627,-122.087,98042,Summer,193600.00000000003,26400.00000000003
3343901242,47.5091,-122.19,98056,Summer,385249.99999999994,60299.99999999994
396100025,47.7461,-122.332,98133,Summer,373998.9,50999.850000000035
3332500265,47.5496,-122.279,98118,Summer,342100.0,46650.0
3797000300,47.6868,-122.349,98103,Summer,445500.00000000006,60750.00000000006
809002435,47.6372,-122.352,98109,Summer,942500.0,217500.0
4058801065,47.5031,-122.242,98178,Summer,326400.0,59840.0
4024101434,47.7601,-122.307,98155,Summer,349800.0,47700.0
418000330,47.4924,-122.174,98056,Summer,229942.49999999997,35990.99999999997
2220069196,47.2063,-122.023,98022,Summer,304200.0,55770.0
5307100280,47.5849,-122.169,98005,Summer,884000.0,204000.0
2128000180,47.6976,-122.169,98033,Summer,660000.0,90000.0
7452500285,47.5195,-122.374,98126,Summer,322000.0,50400.0
2658000215,47.5298,-122.271,98118,Summer,227700.00000000003,31050.00000000003
1865810060,47.3737,-122.115,98042,Summer,294250.0,40125.0
3500100015,47.7366,-122.302,98155,Summer,360250.0,49125.0
8562800250,47.5599,-122.142,98006,Summer,655600.0,89400.0
2436701180,47.667,-122.289,98105,Summer,805800.0,147730.0
9547205225,47.6821,-122.31,98115,Summer,594000.0,81000.0
2128000050,47.697,-122.169,98033,Summer,687500.0,93750.0
8712100720,47.6378,-122.301,98112,Summer,942000.0,172700.0
2551500220,47.4332,-122.446,98070,Summer,429000.0,99000.0
7454000030,47.5172,-122.375,98126,Summer,287500.0,45000.0
3222079136,47.3492,-121.935,98010,Summer,276900.0,63900.0
9170500060,47.693,-122.168,98033,Summer,713900.0,97350.0
3438501662,47.5456,-122.359,98106,Summer,310500.0,48600.0
5706500140,47.2113,-121.992,98022,Summer,246600.0,45210.0
3226059071,47.7006,-122.197,98033,Summer,468600.00000000006,63900.00000000006
3388000040,47.3943,-122.196,98031,Summer,312000.0,57200.0
4338800685,47.4791,-122.347,98166,Summer,359998.8,65999.77999999997
2330000035,47.6118,-122.169,98005,Summer,923000.0,213000.0
1771110090,47.7567,-122.073,98077,Summer,410800.0,94800.0
4151800470,47.6652,-122.202,98033,Summer,742500.0000000001,101250.00000000012
3362400615,47.682,-122.348,98103,Summer,440000.00000000006,60000.00000000006
2420069268,47.2064,-121.988,98022,Summer,221880.0,40678.0
2968800626,47.4589,-122.353,98166,Summer,426000.0,78100.0
3902310210,47.6909,-122.186,98033,Summer,671000.0,91500.0
6882510060,47.5303,-122.28,98118,Summer,401500.00000000006,54750.00000000006
2880100240,47.6789,-122.365,98117,Summer,483945.00000000006,65992.50000000006
7319900345,47.5772,-122.307,98144,Summer,504274.99999999994,78929.99999999994
2313900560,47.573,-122.383,98116,Summer,637100.0,99720.0
5602000275,47.2056,-121.999,98022,Summer,311940.0,57189.0
6413600285,47.7192,-122.32,98125,Summer,462299.99999999994,72359.99999999994
9818700455,47.6048,-122.298,98122,Summer,595700.0,93240.0
1545806720,47.3676,-122.046,98038,Summer,280445.0,38242.5
8021701115,47.6913,-122.333,98103,Summer,603900.0,82350.0
7230300100,47.4703,-122.112,98059,Summer,352000.0,48000.0
179000100,47.4927,-122.28,98168,Summer,208800.0,38280.0
2144800146,47.4865,-122.238,98178,Summer,309000.0,56650.0
420000085,47.4927,-122.169,98056,Summer,273700.0,42840.0
8068000585,47.5071,-122.265,98178,Summer,282000.0,51700.0
9268200315,47.6964,-122.365,98117,Summer,501600.00000000006,68400.00000000006
8712100575,47.6364,-122.3,98112,Summer,1098000.0,201300.0
7338401230,47.5332,-122.29,98118,Summer,313500.0,42750.0
643300010,47.5683,-122.178,98006,Summer,401500.00000000006,54750.00000000006
1172000150,47.6946,-122.357,98103,Summer,261800.00000000003,35700.00000000003
2968801605,47.4571,-122.345,98166,Fall,342000.0,62700.0
824059083,47.5892,-122.203,98004,Fall,1141950.0,178740.0
984100340,47.4351,-122.173,98058,Fall,325600.0,44400.0
6788200360,47.6412,-122.302,98112,Fall,872400.0,159940.0
6623400193,47.4299,-122.199,98055,Fall,308400.0,56540.0
1066600045,47.5233,-122.185,98056,Fall,402499.99999999994,62999.99999999994
7304300470,47.7444,-122.321,98155,Fall,412500.00000000006,56250.00000000006
1236300307,47.6863,-122.189,98033,Fall,621500.0,84750.0
2126049032,47.7231,-122.301,98125,Fall,431249.99999999994,67499.99999999994
3298700125,47.5232,-122.354,98106,Fall,322000.0,50400.0
1626069220,47.7361,-122.046,98077,Fall,730600.0,168600.0
5469300330,47.374,-122.141,98042,Fall,302500.0,41250.0
1931300425,47.6543,-122.347,98103,Fall,592900.0,80850.0
1568100220,47.7351,-122.295,98155,Fall,385000.00000000006,52500.00000000006
7452500770,47.5201,-122.372,98126,Fall,307625.0,48150.0
9541800075,47.5919,-122.175,98005,Fall,891345.0,205695.0
9477100060,47.7321,-122.195,98034,Fall,490545.00000000006,66892.50000000006
7227500450,47.4979,-122.183,98056,Fall,256334.99999999997,40121.99999999997
1274500420,47.3627,-122.108,98042,Fall,257400.00000000003,35100.00000000003
7942100290,47.3816,-122.087,98042,Fall,218900.00000000003,29850.00000000003
1626069178,47.7409,-122.052,98077,Fall,695500.0,160500.0
5229300027,47.4978,-122.115,98059,Fall,302500.0,41250.0
6600400370,47.3248,-122.142,98042,Fall,236500.00000000003,32250.00000000003
42000006,47.4702,-122.281,98168,Fall,282000.0,51700.0
3388300730,47.4936,-122.069,98027,Fall,605426.8,82558.20000000007
1545802850,47.359,-122.05,98038,Fall,314600.0,42900.0
8024201210,47.6988,-122.313,98115,Fall,605000.0,82500.0
1081330210,47.469,-122.121,98059,Fall,451000.00000000006,61500.00000000006
8805900570,47.6419,-122.306,98112,Fall,969600.0,177760.0
1024069037,47.5821,-122.016,98075,Fall,603750.0,94500.0
8856890330,47.463,-122.125,98058,Fall,330000.0,45000.0
2206700295,47.5637,-122.139,98006,Fall,498300.00000000006,67950.00000000006
2141300620,47.5582,-122.139,98006,Fall,605000.0,82500.0
5315100806,47.5833,-122.242,98040,Fall,1128000.0,206800.0
5169700022,47.5089,-122.155,98059,Fall,368445.00000000006,50242.50000000006
1217000270,47.4557,-122.348,98166,Fall,406794.0,74578.90000000002
2589300065,47.5362,-122.271,98118,Fall,362890.00000000006,49485.00000000006
419000015,47.492,-122.172,98056,Fall,344942.5,53991.0
7229900285,47.4837,-122.11,98059,Fall,429000.00000000006,58500.00000000006
222029026,47.4285,-122.511,98070,Fall,442000.0,102000.0
5547500050,47.3815,-122.09,98042,Fall,280500.0,38250.0
7227801580,47.5072,-122.181,98056,Fall,266800.0,41760.0
4232903265,47.6333,-122.362,98119,Fall,799435.0,184485.0
8005100025,47.2052,-121.987,98022,Fall,234000.0,42900.0
6884800262,47.6873,-122.314,98115,Fall,588500.0,80250.0
8651400580,47.3608,-122.083,98042,Fall,214500.00000000003,29250.00000000003
114100297,47.7769,-122.25,98028,Fall,480000.0,88000.0
5710600030,47.5328,-122.051,98027,Fall,550000.0,75000.0
7279300070,47.7612,-122.362,98177,Fall,414600.0,76010.0
1024069063,47.5832,-122.02,98075,Fall,713000.0,111600.0
3353401710,47.2613,-122.255,98001,Fall,262142.49999999997,41030.99999999997
1001200050,47.433,-122.292,98188,Fall,336700.0,77700.0
7454000990,47.5151,-122.372,98126,Fall,350692.5,54891.0
2919702075,47.6886,-122.361,98117,Fall,585750.0,79875.0
2372800100,47.2012,-122.0,98022,Fall,294000.0,53900.0
8651411070,47.3686,-122.081,98042,Fall,198000.00000000003,27000.00000000003
2420069242,47.2088,-121.992,98022,Fall,210000.0,38500.0
3750603940,47.2633,-122.281,98001,Fall,276000.0,43200.0
1623049145,47.4885,-122.298,98168,Fall,252000.0,46200.0
3424069145,47.5271,-122.036,98027,Fall,377300.00000000006,51450.00000000006
1311000600,47.3426,-122.285,98001,Fall,287500.0,45000.0
6072400820,47.5569,-122.176,98006,Fall,577500.0,78750.0
4222310680,47.3463,-122.308,98003,Fall,288000.0,52800.0
322059264,47.4206,-122.155,98042,Fall,306900.0,41850.0
8562901010,47.6082,-122.057,98074,Fall,555500.0,75750.0
1523059103,47.4833,-122.157,98059,Fall,429000.00000000006,58500.00000000006
3331001165,47.5514,-122.284,98118,Fall,335500.0,45750.0
2516000475,47.6585,-122.363,98107,Fall,546000.0,100100.0
1175001135,47.6712,-122.393,98107,Fall,508800.0,93280.0
2787720170,47.512,-122.16,98059,Fall,434500.00000000006,59250.00000000006
2356800020,47.6914,-122.372,98117,Fall,457600.00000000006,62400.00000000006
7276100145,47.7619,-122.343,98133,Fall,379445.00000000006,51742.50000000006
7789000080,47.5112,-122.167,98056,Fall,291990.75,45702.899999999994
3971700940,47.772,-122.322,98155,Fall,363000.00000000006,49500.00000000006
2436700540,47.6659,-122.287,98105,Fall,798000.0,146300.0
9818700430,47.6051,-122.298,98122,Fall,484724.99999999994,75869.99999999994
8550001515,47.3551,-122.475,98070,Fall,558469.6,128877.59999999998
3449000060,47.5022,-122.145,98059,Fall,352000.0,48000.0
4279900140,47.5008,-122.257,98178,Fall,301200.0,55220.0
3211000190,47.4806,-122.163,98059,Fall,341000.0,46500.0
3699100130,47.7001,-122.2,98033,Fall,544500.0,74250.0
9211500230,47.2989,-122.38,98023,Fall,289300.0,39450.0
7129303180,47.5181,-122.257,98118,Fall,341000.0,46500.0
425200205,47.4971,-122.168,98056,Fall,189749.99999999997,29699.99999999997
5029450290,47.29,-122.368,98023,Fall,253000.00000000003,34500.00000000003
2769602710,47.6752,-122.361,98107,Fall,621540.0,113949.0
2887701251,47.688,-122.308,98115,Fall,432080.00000000006,58920.00000000006
3387900390,47.3969,-122.198,98031,Fall,306000.0,56100.0
3818700016,47.7647,-122.263,98028,Fall,520800.0,95480.0
1568100215,47.7352,-122.295,98155,Fall,346500.0,47250.0
424500100,47.4959,-122.172,98056,Fall,218384.99999999997,34181.99999999997
7518503685,47.6765,-122.381,98117,Fall,442200.00000000006,60300.00000000006
6813600365,47.6889,-122.33,98103,Fall,580745.0,79192.5
2824059128,47.5421,-122.172,98006,Fall,561000.0,76500.0
4039400410,47.606,-122.135,98007,Fall,682500.0,157500.0
2024059059,47.5538,-122.191,98006,Fall,762300.0000000001,103950.00000000012
2206700070,47.567,-122.139,98006,Fall,478500.00000000006,65250.00000000006
9266700256,47.6939,-122.348,98103,Fall,517000.00000000006,70500.00000000006
6664000130,47.5904,-122.194,98004,Fall,730537.5,114345.0
3013301525,47.5286,-122.383,98136,Fall,544200.0,99770.0
1218000025,47.4625,-122.345,98166,Fall,295200.0,54120.0
339600190,47.6826,-122.096,98052,Fall,462000.00000000006,63000.00000000006
2436700315,47.6665,-122.287,98105,Fall,529800.0,97130.0
3759500006,47.6988,-122.202,98033,Fall,671000.0,91500.0
5104200380,47.4772,-122.144,98059,Fall,291500.0,39750.0
1061500510,47.5017,-122.165,98056,Fall,402499.99999999994,62999.99999999994
7011201470,47.6364,-122.371,98119,Fall,812500.0,187500.0
4435000490,47.4538,-122.288,98188,Fall,323700.0,74700.0
7227501450,47.4946,-122.187,98056,Fall,276000.0,43200.0
5365200040,47.4815,-122.226,98055,Fall,282000.0,51700.0
5561000430,47.4612,-121.992,98027,Fall,517000.00000000006,70500.00000000006
7955040160,47.6644,-122.144,98052,Fall,544500.0,74250.0
3626039207,47.7049,-122.359,98177,Fall,627000.0,114950.0
8651443420,47.366,-122.093,98042,Fall,308000.0,42000.0
9222400565,47.6741,-122.323,98115,Fall,521400.00000000006,71100.00000000006
6072100140,47.545,-122.171,98006,Fall,550000.0,75000.0
321049193,47.3413,-122.29,98001,Fall,247249.99999999997,38699.99999999997
7010701383,47.6599,-122.396,98199,Fall,781999.9999999999,122399.99999999988
6385000025,47.5713,-122.397,98116,Fall,599667.5,93861.0
3362900696,47.6838,-122.352,98103,Fall,456500.00000000006,62250.00000000006
1320069249,47.2163,-121.984,98022,Fall,231000.0,42350.0
1432701510,47.45,-122.175,98058,Fall,273900.0,37350.0
3389900800,47.5628,-122.391,98116,Fall,454249.99999999994,71099.99999999994
6746700565,47.6684,-122.316,98105,Fall,536400.0,98340.0
2372800145,47.2005,-121.999,98022,Fall,263940.0,48389.0
8651441620,47.364,-122.094,98042,Fall,231000.00000000003,31500.00000000003
8122100160,47.5377,-122.376,98126,Fall,442749.99999999994,69299.99999999994
8802400896,47.4025,-122.201,98031,Fall,245994.0,45098.899999999994
3904910050,47.5688,-122.019,98029,Fall,592250.0,92700.0
925059219,47.6651,-122.174,98033,Fall,730400.0000000001,99600.00000000012
8857600220,47.3864,-122.287,98032,Fall,232050.0,53550.0
